RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,937,4236,146697,Kenilworth School and Sixth Form,ACC,0,0,209,179,4,122,4,116,2,53,27,3,86%,2%,58%,2%,56%,1%,25%,13%,1%,8,6,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,75%,SUPP,38%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,201,173,SUPP,119,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,86%,SUPP,59%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,205,176,4,121,4,116,1,51,26,3,86%,2%,59%,2%,57%,SP,25%,13%,1%,7,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,198,SUPP,4,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2%,SUPP,2%,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4237,142202,North Leamington School,ACC,0,0,103,93,3,60,1,59,0,30,8,2,90%,3%,58%,1%,57%,0%,29%,8%,2%,5,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,98,SUPP,SUPP,57,SUPP,SUPP,0,29,8,SUPP,SUPP,SUPP,58%,SUPP,SUPP,0%,30%,8%,SUPP,97,88,2,60,1,59,0,26,8,1,91%,2%,62%,1%,61%,0%,27%,8%,1%,4,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,93,SUPP,SUPP,57,SUPP,SUPP,0,SUPP,8,SUPP,SUPP,SUPP,61%,SUPP,SUPP,0%,SUPP,9%,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0,0,4,0,1,83%,17%,0%,0%,0%,0%,67%,0%,17%,1,SUPP,SUPP,0,0,0,0,SUPP,0,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,0%,SUPP,5,SUPP,SUPP,0,0,0,0,SUPP,0,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,0%,SUPP
1,937,4241,136587,Ashlawn School,ACC,0,0,196,174,15,113,5,107,1,46,18,4,89%,8%,58%,3%,55%,1%,23%,9%,2%,28,26,3,15,0,SUPP,SUPP,8,SUPP,SUPP,93%,11%,54%,0%,SUPP,SUPP,29%,SUPP,SUPP,168,148,12,98,5,SUPP,SUPP,38,SUPP,SUPP,88%,7%,58%,3%,SUPP,SUPP,23%,SUPP,SUPP,186,167,11,113,5,107,1,43,16,3,90%,6%,61%,3%,58%,1%,23%,9%,2%,26,25,3,15,0,SUPP,SUPP,7,SUPP,SUPP,96%,12%,58%,0%,SUPP,SUPP,27%,SUPP,SUPP,160,142,8,98,5,SUPP,SUPP,36,SUPP,SUPP,89%,5%,61%,3%,SUPP,SUPP,23%,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,4,0,0,0,0,3,2,1,70%,40%,0%,0%,0%,0%,30%,20%,10%,2,SUPP,SUPP,0,0,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,SUPP,8,6,4,0,0,0,0,2,SUPP,SUPP,75%,50%,0%,0%,0%,0%,25%,SUPP,SUPP
1,937,4601,137302,King Edward VI School,ACC,0,0,169,154,5,119,0,117,2,30,9,6,91%,3%,70%,0%,69%,1%,18%,5%,4%,6,5,SUPP,SUPP,0,SUPP,SUPP,1,SUPP,SUPP,83%,SUPP,SUPP,0%,SUPP,SUPP,17%,SUPP,SUPP,163,149,SUPP,SUPP,0,SUPP,SUPP,29,SUPP,SUPP,91%,SUPP,SUPP,0%,SUPP,SUPP,18%,SUPP,SUPP,167,153,5,119,0,117,2,29,9,5,92%,3%,71%,0%,70%,1%,17%,5%,3%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4620,141277,Lawrence Sheriff School,ACC,0,0,184,171,2,147,1,144,2,22,9,4,93%,1%,80%,1%,78%,1%,12%,5%,2%,11,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,173,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,183,171,2,147,1,144,2,22,9,3,93%,1%,80%,1%,79%,1%,12%,5%,2%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,8000,130835,Warwickshire College Group,General Further Education College,0,0,1824,1277,178,364,118,242,4,735,424,123,70%,10%,20%,6%,13%,SP,40%,23%,7%,475,251,24,75,31,42,2,152,196,28,53%,5%,16%,7%,9%,SP,32%,41%,6%,1349,1026,154,289,87,200,2,583,228,95,76%,11%,21%,6%,15%,SP,43%,17%,7%,841,727,67,291,53,238,0,369,74,40,86%,8%,35%,6%,28%,0%,44%,9%,5%,140,114,9,53,11,42,0,52,23,3,81%,6%,38%,8%,30%,0%,37%,16%,2%,701,613,58,238,42,196,0,317,51,37,87%,8%,34%,6%,28%,0%,45%,7%,5%,488,303,59,29,29,0,0,215,146,39,62%,12%,6%,6%,0%,0%,44%,30%,8%,142,69,11,7,7,0,0,51,64,9,49%,8%,5%,5%,0%,0%,36%,45%,6%,346,234,48,22,22,0,0,164,82,30,68%,14%,6%,6%,0%,0%,47%,24%,9%,495,247,52,44,36,4,4,151,204,44,50%,11%,9%,7%,1%,1%,31%,41%,9%,193,68,4,15,13,0,2,49,109,16,35%,2%,8%,7%,0%,1%,25%,56%,8%,302,179,48,29,23,4,2,102,95,28,59%,16%,10%,8%,1%,1%,34%,31%,9%
1,937,8001,130836,North Warwickshire and South Leicestershire College,General Further Education College,0,0,1288,893,138,250,95,152,3,505,305,90,69%,11%,19%,7%,12%,SP,39%,24%,7%,371,203,29,53,SUPP,29,SUPP,121,142,26,55%,8%,14%,SUPP,8%,SUPP,33%,38%,7%,917,690,109,197,SUPP,123,SUPP,384,163,64,75%,12%,21%,SUPP,13%,SUPP,42%,18%,7%,577,442,41,169,21,147,1,232,101,34,77%,7%,29%,4%,25%,SP,40%,18%,6%,119,76,8,30,SUPP,26,SUPP,38,36,7,64%,7%,25%,SUPP,22%,SUPP,32%,30%,6%,458,366,33,139,SUPP,121,SUPP,194,65,27,80%,7%,30%,SUPP,26%,SUPP,42%,14%,6%,414,284,50,62,61,1,0,172,106,24,69%,12%,15%,15%,SP,0%,42%,26%,6%,140,84,10,20,SUPP,SUPP,0,54,49,7,60%,7%,14%,SUPP,SUPP,0%,39%,35%,5%,274,200,40,42,SUPP,SUPP,0,118,57,17,73%,15%,15%,SUPP,SUPP,0%,43%,21%,6%,297,167,47,19,13,4,2,101,98,32,56%,16%,6%,4%,1%,1%,34%,33%,11%,112,43,11,3,1,SUPP,SUPP,29,57,12,38%,10%,3%,1%,SUPP,SUPP,26%,51%,11%,185,124,36,16,12,SUPP,SUPP,72,41,20,67%,19%,9%,6%,SUPP,SUPP,39%,22%,11%
1,937,8600,145174,King Edward VI College,ACC1619,0,0,702,612,61,353,9,338,6,198,69,21,87%,9%,50%,1%,48%,1%,28%,10%,3%,103,79,8,42,0,41,1,29,20,4,77%,8%,41%,0%,40%,1%,28%,19%,4%,599,533,53,311,9,297,5,169,49,17,89%,9%,52%,2%,50%,1%,28%,8%,3%,647,568,48,351,7,338,6,169,60,19,88%,7%,54%,1%,52%,1%,26%,9%,3%,92,71,4,42,0,41,1,25,17,4,77%,4%,46%,0%,45%,1%,27%,18%,4%,555,497,44,309,7,297,5,144,43,15,90%,8%,56%,1%,54%,1%,26%,8%,3%,14,11,3,0,0,0,0,8,3,0,79%,21%,0%,0%,0%,0%,57%,21%,0%,4,SUPP,SUPP,0,0,0,0,SUPP,SUPP,0,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,0%,10,SUPP,SUPP,0,0,0,0,7,SUPP,0,SUPP,SUPP,0%,0%,0%,0%,70%,SUPP,0%,41,33,10,2,2,0,0,21,6,2,80%,24%,5%,5%,0%,0%,51%,15%,5%,7,SUPP,SUPP,0,0,0,0,3,SUPP,0,SUPP,SUPP,0%,0%,0%,0%,43%,SUPP,0%,34,SUPP,SUPP,2,2,0,0,18,SUPP,2,SUPP,SUPP,6%,6%,0%,0%,53%,SUPP,6%
1,937,4002,137235,Stratford Girls' Grammar School,ACC,0,0,115,107,3,87,0,87,0,17,5,3,93%,3%,76%,0%,76%,0%,15%,4%,3%,3,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,112,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,114,107,3,87,0,87,0,17,4,3,94%,3%,76%,0%,76%,0%,15%,4%,3%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4114,143905,Southam College,ACC,0,0,162,141,6,86,5,79,2,49,12,9,87%,4%,53%,3%,49%,1%,30%,7%,6%,6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,156,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,157,138,5,86,5,79,2,47,12,7,88%,3%,55%,3%,50%,1%,30%,8%,4%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4124,137236,Stratford Upon Avon School,ACC,0,0,115,99,8,48,2,46,0,43,13,3,86%,7%,42%,2%,40%,0%,37%,11%,3%,12,11,SUPP,SUPP,SUPP,SUPP,0,4,SUPP,SUPP,92%,SUPP,SUPP,SUPP,SUPP,0%,33%,SUPP,SUPP,103,88,SUPP,SUPP,SUPP,SUPP,0,39,SUPP,SUPP,85%,SUPP,SUPP,SUPP,SUPP,0%,38%,SUPP,SUPP,109,94,8,48,2,46,0,38,13,2,86%,7%,44%,2%,42%,0%,35%,12%,2%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,0,0,0,0,0,5,0,1,83%,0%,0%,0%,0%,0%,83%,0%,17%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4153,137767,Higham Lane School,ACC,0,0,102,94,6,57,0,57,0,31,6,2,92%,6%,56%,0%,56%,0%,30%,6%,2%,5,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,97,SUPP,SUPP,SUPP,0,SUPP,0,30,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,31%,SUPP,SUPP,98,91,6,57,0,57,0,28,5,2,93%,6%,58%,0%,58%,0%,29%,5%,2%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
